,FY,Division,Code,Month,MonthNumber,MonthSortKey,FND_CAT,Pillar,Numerator_Hours,Denominator_Hours,Rate
4106,2020,250,252,Sep,12--Sep,12,MISSION,OVERHEAD,0,659,0
4107,2020,250,252,Sep,12--Sep,12,MISSION,TSRA,32,678,0.04719764
4108,2020,250,252,Sep,12--Sep,12,REIMB,REIMB,0,35,0
4109,2020,250,253,Apr,07--Apr,7,MISSION,FTS,12,172,0.069767442
4110,2020,250,253,Apr,07--Apr,7,MISSION,OVERHEAD,28,1601,0.017489069
4111,2020,250,253,Apr,07--Apr,7,MISSION,TSRA,0,205,0
4112,2020,250,253,Apr,07--Apr,7,MISSION,UNIQ,77,267,0.288389513
4113,2020,250,253,Aug,11--Aug,11,MISSION,CMO,19,101,0.188118812
4114,2020,250,253,Aug,11--Aug,11,MISSION,FTS,11,130,0.084615385
4115,2020,250,253,Aug,11--Aug,11,MISSION,OVERHEAD,29,1216.5,0.023838882
4116,2020,250,253,Aug,11--Aug,11,MISSION,TSRA,0,542,0
4117,2020,250,253,Aug,11--Aug,11,MISSION,UNIQ,37,139,0.26618705
4118,2020,250,253,Dec,03--Dec,3,MISSION,CMO,4,42,0.095238095
4119,2020,250,253,Dec,03--Dec,3,MISSION,FTS,10,41,0.243902439
4120,2020,250,253,Dec,03--Dec,3,MISSION,OVERHEAD,54.5,459,0.118736383
4121,2020,250,253,Dec,03--Dec,3,MISSION,TSRA,96,1024.5,0.093704246
4122,2020,250,253,Dec,03--Dec,3,MISSION,UNIQ,0,63.5,0
4123,2020,250,253,Feb,05--Feb,5,MISSION,CMO,0,42,0
4124,2020,250,253,Feb,05--Feb,5,MISSION,FTS,35,108,0.324074074
4125,2020,250,253,Feb,05--Feb,5,MISSION,OVERHEAD,48.5,745,0.065100671
4126,2020,250,253,Feb,05--Feb,5,MISSION,TSRA,16,788,0.020304569
4127,2020,250,253,Feb,05--Feb,5,MISSION,UNIQ,0,70,0
4128,2020,250,253,Feb,05--Feb,5,REIMB,REIMB,33,76,0.434210526
4129,2020,250,253,Jan,04--Jan,4,MISSION,CMO,65.5,196,0.334183673
4130,2020,250,253,Jan,04--Jan,4,MISSION,FTS,0,158,0
4131,2020,250,253,Jan,04--Jan,4,MISSION,OVERHEAD,74.5,721.5,0.103257103
4132,2020,250,253,Jan,04--Jan,4,MISSION,TSRA,36,653.5,0.055087988
4133,2020,250,253,Jan,04--Jan,4,MISSION,UNIQ,0,133,0
4134,2020,250,253,Jul,10--Jul,10,MISSION,CMO,15,121.5,0.12345679
4135,2020,250,253,Jul,10--Jul,10,MISSION,FTS,4,103,0.038834951
4136,2020,250,253,Jul,10--Jul,10,MISSION,OVERHEAD,20.5,1278.5,0.016034415
4137,2020,250,253,Jul,10--Jul,10,MISSION,TSRA,5.5,588,0.009353741
4138,2020,250,253,Jul,10--Jul,10,MISSION,UNIQ,52,223,0.233183857
4139,2020,250,253,Jun,09--Jun,9,MISSION,CMO,0,0,0
4140,2020,250,253,Jun,09--Jun,9,MISSION,FTS,9.5,180,0.052777778
4141,2020,250,253,Jun,09--Jun,9,MISSION,OVERHEAD,17,1469.5,0.011568561
4142,2020,250,253,Jun,09--Jun,9,MISSION,TSRA,0,124.5,0
4143,2020,250,253,Jun,09--Jun,9,MISSION,UNIQ,168,418,0.401913876
4144,2020,250,253,Mar,06--Mar,6,MISSION,CMO,206.5,246,0.839430894
4145,2020,250,253,Mar,06--Mar,6,MISSION,FTS,0,4.5,0
4146,2020,250,253,Mar,06--Mar,6,MISSION,OVERHEAD,22.5,1069,0.021047708
4147,2020,250,253,Mar,06--Mar,6,MISSION,TSRA,0,686.5,0
4148,2020,250,253,Mar,06--Mar,6,MISSION,UNIQ,0,176,0
4149,2020,250,253,Mar,06--Mar,6,REIMB,REIMB,0,3,0
4150,2020,250,253,May,08--May,8,MISSION,FTS,37.5,247,0.151821862
4151,2020,250,253,May,08--May,8,MISSION,OVERHEAD,21.5,1430.5,0.01502971
4152,2020,250,253,May,08--May,8,MISSION,TSRA,0,175,0
4153,2020,250,253,May,08--May,8,MISSION,UNIQ,2,106,0.018867925
4154,2020,250,253,Nov,02--Nov,2,MISSION,FTS,37,134,0.276119403
4155,2020,250,253,Nov,02--Nov,2,MISSION,OVERHEAD,12,347.5,0.034532374
4156,2020,250,253,Nov,02--Nov,2,MISSION,TSRA,26,649,0.040061633
4157,2020,250,253,Nov,02--Nov,2,MISSION,UNIQ,100.5,365,0.275342466
4158,2020,250,253,Oct,01--Oct,1,MISSION,CMO,0,72,0
4159,2020,250,253,Oct,01--Oct,1,MISSION,FTS,0,145,0
4160,2020,250,253,Oct,01--Oct,1,MISSION,OVERHEAD,37.5,783.5,0.047862157
4161,2020,250,253,Oct,01--Oct,1,MISSION,TSRA,0,531,0
4162,2020,250,253,Oct,01--Oct,1,MISSION,UNIQ,280.5,590,0.475423729
4163,2020,250,253,Sep,12--Sep,12,MISSION,CMO,0,22,0
4164,2020,250,253,Sep,12--Sep,12,MISSION,FTS,9,108,0.083333333
4165,2020,250,253,Sep,12--Sep,12,MISSION,OVERHEAD,43,1220.5,0.035231463
4166,2020,250,253,Sep,12--Sep,12,MISSION,TSRA,6,506.5,0.011846002
4167,2020,250,253,Sep,12--Sep,12,MISSION,UNIQ,182.5,270,0.675925926
4168,2020,250,254,Apr,07--Apr,7,MISSION,CMO,1,57,0.01754386
4169,2020,250,254,Apr,07--Apr,7,MISSION,FTS,215,966,0.222567288
4170,2020,250,254,Apr,07--Apr,7,MISSION,OVERHEAD,43,267,0.161048689
4171,2020,250,254,Apr,07--Apr,7,MISSION,TSRA,0,406,0
4172,2020,250,254,Aug,11--Aug,11,MISSION,CMO,0,0,0
4173,2020,250,254,Aug,11--Aug,11,MISSION,FTS,37,1078,0.03432282
4174,2020,250,254,Aug,11--Aug,11,MISSION,OVERHEAD,26,448,0.058035714
4175,2020,250,254,Aug,11--Aug,11,MISSION,TSRA,0,112,0
4176,2020,250,254,Dec,03--Dec,3,MISSION,FTS,64,600,0.106666667
4177,2020,250,254,Dec,03--Dec,3,MISSION,OVERHEAD,32.5,146.5,0.221843003
4178,2020,250,254,Dec,03--Dec,3,MISSION,TSRA,0,203,0
4179,2020,250,254,Dec,03--Dec,3,REIMB,,0,9,0
4180,2020,250,254,Feb,05--Feb,5,MISSION,CMO,0,17,0
4181,2020,250,254,Feb,05--Feb,5,MISSION,FTS,207.5,741,0.280026991
4182,2020,250,254,Feb,05--Feb,5,MISSION,OVERHEAD,23.5,141,0.166666667
4183,2020,250,254,Feb,05--Feb,5,MISSION,TSRA,0,343,0
4184,2020,250,254,Feb,05--Feb,5,REIMB,,0,16,0
4185,2020,250,254,Jan,04--Jan,4,MISSION,FTS,24,513,0.046783626
4186,2020,250,254,Jan,04--Jan,4,MISSION,OVERHEAD,28.5,134.5,0.211895911
4187,2020,250,254,Jan,04--Jan,4,MISSION,TSRA,0,433,0
4188,2020,250,254,Jan,04--Jan,4,REIMB,,0,24,0
4189,2020,250,254,Jul,10--Jul,10,MISSION,FTS,10,616,0.016233766
4190,2020,250,254,Jul,10--Jul,10,MISSION,OVERHEAD,16.5,376,0.043882979
4191,2020,250,254,Jul,10--Jul,10,MISSION,TSRA,0,642,0
4192,2020,250,254,Jun,09--Jun,9,MISSION,FTS,100,896,0.111607143
4193,2020,250,254,Jun,09--Jun,9,MISSION,OVERHEAD,21,370,0.056756757
4194,2020,250,254,Jun,09--Jun,9,MISSION,TSRA,0,335,0
4195,2020,250,254,Mar,06--Mar,6,MISSION,CMO,0,40,0
4196,2020,250,254,Mar,06--Mar,6,MISSION,FTS,12,1014,0.01183432
4197,2020,250,254,Mar,06--Mar,6,MISSION,OVERHEAD,29.5,186,0.158602151
4198,2020,250,254,Mar,06--Mar,6,MISSION,TSRA,0,262,0
4199,2020,250,254,Mar,06--Mar,6,REIMB,,0,40,0
4200,2020,250,254,May,08--May,8,MISSION,CMO,0,18,0
4201,2020,250,254,May,08--May,8,MISSION,FTS,212,862,0.245939675
4202,2020,250,254,May,08--May,8,MISSION,OVERHEAD,25,257,0.097276265
4203,2020,250,254,May,08--May,8,MISSION,TSRA,0,424,0
4204,2020,250,254,Nov,02--Nov,2,MISSION,CMO,10,61,0.163934426
4205,2020,250,254,Nov,02--Nov,2,MISSION,FTS,41.5,662,0.062688822
4206,2020,250,254,Nov,02--Nov,2,MISSION,OVERHEAD,22,111,0.198198198
4207,2020,250,254,Nov,02--Nov,2,MISSION,TSRA,138,381,0.362204724
4208,2020,250,254,Nov,02--Nov,2,REIMB,,0,5,0
4209,2020,250,254,Oct,01--Oct,1,MISSION,CMO,0,32,0
4210,2020,250,254,Oct,01--Oct,1,MISSION,FTS,204,936,0.217948718
4211,2020,250,254,Oct,01--Oct,1,MISSION,OVERHEAD,26.5,232,0.114224138
4212,2020,250,254,Oct,01--Oct,1,MISSION,TSRA,50,296,0.168918919
4213,2020,250,254,Sep,12--Sep,12,MISSION,,0,45,0
4214,2020,250,254,Sep,12--Sep,12,MISSION,CMO,96,60,1.6
4215,2020,250,254,Sep,12--Sep,12,MISSION,FTS,27,713,0.037868163
4216,2020,250,254,Sep,12--Sep,12,MISSION,OVERHEAD,32.5,437,0.074370709
4217,2020,250,254,Sep,12--Sep,12,MISSION,TSRA,16,363,0.044077135
4218,2020,250,255,Apr,07--Apr,7,MISSION,FTS,203,1033,0.196515005
4219,2020,250,255,Apr,07--Apr,7,MISSION,OVERHEAD,11,194,0.056701031
4220,2020,250,255,Apr,07--Apr,7,MISSION,TSRA,0,703,0
4221,2020,250,255,Apr,07--Apr,7,REIMB,REIMB,0,16,0
4222,2020,250,255,Aug,11--Aug,11,MISSION,CMO,6,114,0.052631579
4223,2020,250,255,Aug,11--Aug,11,MISSION,FTS,134.5,747,0.180053548
4224,2020,250,255,Aug,11--Aug,11,MISSION,OVERHEAD,43,359,0.119777159
4225,2020,250,255,Aug,11--Aug,11,MISSION,TSRA,2,461,0.004338395
4226,2020,250,255,Dec,03--Dec,3,MISSION,FTS,64,823,0.077764277
4227,2020,250,255,Dec,03--Dec,3,MISSION,OVERHEAD,28,161,0.173913043
4228,2020,250,255,Dec,03--Dec,3,MISSION,TSRA,0,282,0
4229,2020,250,255,Feb,05--Feb,5,MISSION,FTS,84,667,0.125937031
4230,2020,250,255,Feb,05--Feb,5,MISSION,OVERHEAD,24,147,0.163265306
4231,2020,250,255,Feb,05--Feb,5,MISSION,TSRA,123,612,0.200980392
4232,2020,250,255,Jan,04--Jan,4,MISSION,FTS,54,913,0.059145674
4233,2020,250,255,Jan,04--Jan,4,MISSION,OVERHEAD,56,240,0.233333333
4234,2020,250,255,Jan,04--Jan,4,MISSION,TSRA,78,614,0.127035831
4235,2020,250,255,Jul,10--Jul,10,MISSION,CMO,5,117,0.042735043
4236,2020,250,255,Jul,10--Jul,10,MISSION,FTS,15,614,0.024429967
4237,2020,250,255,Jul,10--Jul,10,MISSION,OVERHEAD,26,378,0.068783069
4238,2020,250,255,Jul,10--Jul,10,MISSION,TSRA,0,777,0
4239,2020,250,255,Jul,10--Jul,10,REIMB,REIMB,0,9,0
4240,2020,250,255,Jun,09--Jun,9,MISSION,CMO,9,142,0.063380282
4241,2020,250,255,Jun,09--Jun,9,MISSION,FTS,21,678,0.030973451
4242,2020,250,255,Jun,09--Jun,9,MISSION,OVERHEAD,32,307,0.104234528
4243,2020,250,255,Jun,09--Jun,9,MISSION,TSRA,0,698,0
4244,2020,250,255,Jun,09--Jun,9,REIMB,REIMB,0,9,0
4245,2020,250,255,Mar,06--Mar,6,MISSION,FTS,73,919,0.079434168
4246,2020,250,255,Mar,06--Mar,6,MISSION,OVERHEAD,14,185,0.075675676
4247,2020,250,255,Mar,06--Mar,6,MISSION,TSRA,0,755,0
4248,2020,250,255,May,08--May,8,MISSION,CMO,0,9,0
4249,2020,250,255,May,08--May,8,MISSION,FTS,77,923,0.083423619
4250,2020,250,255,May,08--May,8,MISSION,OVERHEAD,23,286,0.08041958
4251,2020,250,255,May,08--May,8,MISSION,TSRA,0,475,0
4252,2020,250,255,May,08--May,8,REIMB,REIMB,0,24,0
4253,2020,250,255,Nov,02--Nov,2,MISSION,CMO,0,9,0
4254,2020,250,255,Nov,02--Nov,2,MISSION,FTS,120,634,0.189274448
4255,2020,250,255,Nov,02--Nov,2,MISSION,OVERHEAD,0,174,0
4256,2020,250,255,Nov,02--Nov,2,MISSION,TSRA,246,681,0.36123348
4257,2020,250,255,Oct,01--Oct,1,MISSION,CMO,4,79,0.050632911
4258,2020,250,255,Oct,01--Oct,1,MISSION,FTS,272,805,0.337888199
4259,2020,250,255,Oct,01--Oct,1,MISSION,OVERHEAD,9,160,0.05625
4260,2020,250,255,Oct,01--Oct,1,MISSION,TSRA,128,792,0.161616162
4261,2020,250,255,Sep,12--Sep,12,MISSION,CMO,0,27,0
4262,2020,250,255,Sep,12--Sep,12,MISSION,FTS,31,586,0.052901024
4263,2020,250,255,Sep,12--Sep,12,MISSION,OVERHEAD,20,311,0.064308682
4264,2020,250,255,Sep,12--Sep,12,MISSION,TSRA,0,808,0
4265,2020,260,260,Apr,07--Apr,7,MISSION,OVERHEAD,0,176,0
4266,2020,260,260,Aug,11--Aug,11,MISSION,OVERHEAD,0,104,0
4267,2020,260,260,Dec,03--Dec,3,MISSION,OVERHEAD,0,147,0
4268,2020,260,260,Feb,05--Feb,5,MISSION,OVERHEAD,0,130,0
4269,2020,260,260,Jan,04--Jan,4,MISSION,OVERHEAD,5,93,0.053763441
4270,2020,260,260,Jul,10--Jul,10,MISSION,OVERHEAD,0,166,0
4271,2020,260,260,Jun,09--Jun,9,MISSION,OVERHEAD,0,176,0
4272,2020,260,260,Mar,06--Mar,6,MISSION,OVERHEAD,0,153,0
4273,2020,260,260,May,08--May,8,MISSION,OVERHEAD,0,160,0
4274,2020,260,260,Nov,02--Nov,2,MISSION,OVERHEAD,0,131.5,0
4275,2020,260,260,Oct,01--Oct,1,MISSION,OVERHEAD,0,169,0
4276,2020,260,260,Sep,12--Sep,12,MISSION,OVERHEAD,0,168,0
4277,2020,260,261,Apr,07--Apr,7,MISSION,FTS,146,2044,0.071428571
4278,2020,260,261,Apr,07--Apr,7,MISSION,OVERHEAD,16,260,0.061538462
4279,2020,260,261,Apr,07--Apr,7,MISSION,TSRA,0,80,0
4280,2020,260,261,Aug,11--Aug,11,MISSION,,5,0,0
4281,2020,260,261,Aug,11--Aug,11,MISSION,CMO,2,16,0.125
4282,2020,260,261,Aug,11--Aug,11,MISSION,FTS,32,1245.5,0.025692493
4283,2020,260,261,Aug,11--Aug,11,MISSION,OVERHEAD,17,208.5,0.081534772
4284,2020,260,261,Aug,11--Aug,11,MISSION,TSRA,0,176,0
4285,2020,260,261,Aug,11--Aug,11,REIMB,REIMB,167.5,464,0.360991379
4286,2020,260,261,Dec,03--Dec,3,MISSION,CMO,32,75.5,0.42384106
4287,2020,260,261,Dec,03--Dec,3,MISSION,FTS,230.5,1305,0.176628352
4288,2020,260,261,Dec,03--Dec,3,MISSION,OVERHEAD,54,156.5,0.345047923
4289,2020,260,261,Dec,03--Dec,3,MISSION,TSRA,0,144,0
4290,2020,260,261,Dec,03--Dec,3,REIMB,REIMB,70,40,1.75
4291,2020,260,261,Feb,05--Feb,5,MISSION,FTS,345.5,1552.5,0.222544283
4292,2020,260,261,Feb,05--Feb,5,MISSION,OVERHEAD,28.5,153,0.18627451
4293,2020,260,261,Feb,05--Feb,5,MISSION,TSRA,0,236,0
4294,2020,260,261,Feb,05--Feb,5,REIMB,,0,8,0
4295,2020,260,261,Feb,05--Feb,5,REIMB,REIMB,0,2,0
4296,2020,260,261,Jan,04--Jan,4,MISSION,FTS,289.5,1660.5,0.174345077
4297,2020,260,261,Jan,04--Jan,4,MISSION,OVERHEAD,46,178,0.258426966
4298,2020,260,261,Jan,04--Jan,4,MISSION,TSRA,0,123,0
4299,2020,260,261,Jan,04--Jan,4,REIMB,,0,4,0
4300,2020,260,261,Jan,04--Jan,4,REIMB,REIMB,108,208,0.519230769
4301,2020,260,261,Jul,10--Jul,10,MISSION,CMO,4,16,0.25
4302,2020,260,261,Jul,10--Jul,10,MISSION,FTS,40,1577,0.025364616
4303,2020,260,261,Jul,10--Jul,10,MISSION,OVERHEAD,15,184,0.081521739
4304,2020,260,261,Jul,10--Jul,10,MISSION,TSRA,0,92,0
4305,2020,260,261,Jul,10--Jul,10,REIMB,REIMB,205.5,467,0.440042827
4306,2020,260,261,Jun,09--Jun,9,MISSION,CMO,4,0,0
4307,2020,260,261,Jun,09--Jun,9,MISSION,FTS,305,1953.5,0.156130023
4308,2020,260,261,Jun,09--Jun,9,MISSION,OVERHEAD,33,236,0.139830508
4309,2020,260,261,Jun,09--Jun,9,REIMB,REIMB,32,196,0.163265306
4310,2020,260,261,Mar,06--Mar,6,MISSION,FTS,139,2039,0.068170672
4311,2020,260,261,Mar,06--Mar,6,MISSION,OVERHEAD,22,199,0.110552764
4312,2020,260,261,Mar,06--Mar,6,MISSION,TSRA,0,89,0
4313,2020,260,261,Mar,06--Mar,6,REIMB,REIMB,32,0,0
4314,2020,260,261,May,08--May,8,MISSION,FTS,124,1840,0.067391304
4315,2020,260,261,May,08--May,8,MISSION,OVERHEAD,20,214,0.093457944
4316,2020,260,261,May,08--May,8,MISSION,TSRA,0,80,0
4317,2020,260,261,May,08--May,8,REIMB,,0,8,0
4318,2020,260,261,May,08--May,8,REIMB,REIMB,3,0,0
4319,2020,260,261,Nov,02--Nov,2,MISSION,,0,22,0
4320,2020,260,261,Nov,02--Nov,2,MISSION,FTS,181,1311.5,0.138009912
4321,2020,260,261,Nov,02--Nov,2,MISSION,OVERHEAD,72,111,0.648648649
4322,2020,260,261,Nov,02--Nov,2,MISSION,TSRA,0,232,0
4323,2020,260,261,Nov,02--Nov,2,REIMB,REIMB,0,0,0
4324,2020,260,261,Oct,01--Oct,1,MISSION,CMO,2,104,0.019230769
4325,2020,260,261,Oct,01--Oct,1,MISSION,FTS,328,1790,0.183240223
4326,2020,260,261,Oct,01--Oct,1,MISSION,OVERHEAD,103.5,214,0.48364486
4327,2020,260,261,Oct,01--Oct,1,MISSION,TSRA,0,28,0
4328,2020,260,261,Oct,01--Oct,1,REIMB,REIMB,152,144,1.055555556
4329,2020,260,261,Sep,12--Sep,12,MISSION,CMO,10,24,0.416666667
4330,2020,260,261,Sep,12--Sep,12,MISSION,FTS,148.5,1485,0.1
4331,2020,260,261,Sep,12--Sep,12,MISSION,OVERHEAD,14,170,0.082352941
4332,2020,260,261,Sep,12--Sep,12,MISSION,TSRA,0,56,0
4333,2020,260,261,Sep,12--Sep,12,REIMB,,0,8,0
4334,2020,260,261,Sep,12--Sep,12,REIMB,REIMB,97,441,0.219954649
4335,2020,260,262,Apr,07--Apr,7,MISSION,CMO,0,150,0
4336,2020,260,262,Apr,07--Apr,7,MISSION,FTS,13.5,1032,0.013081395
4337,2020,260,262,Apr,07--Apr,7,MISSION,OVERHEAD,0,619.5,0
4338,2020,260,262,Apr,07--Apr,7,MISSION,TSRA,0,104,0
4339,2020,260,262,Apr,07--Apr,7,REIMB,,0,15.5,0
4340,2020,260,262,Apr,07--Apr,7,REIMB,REIMB,0,11,0
4341,2020,260,262,Aug,11--Aug,11,MISSION,FTS,90.8,1019.5,0.089063266
4342,2020,260,262,Aug,11--Aug,11,MISSION,OVERHEAD,0,558,0
4343,2020,260,262,Aug,11--Aug,11,MISSION,TSRA,0,104.5,0
4344,2020,260,262,Dec,03--Dec,3,MISSION,CMO,293.5,338,0.868343195
4345,2020,260,262,Dec,03--Dec,3,MISSION,FTS,18,740,0.024324324
4346,2020,260,262,Dec,03--Dec,3,MISSION,OVERHEAD,0,201.5,0
4347,2020,260,262,Dec,03--Dec,3,MISSION,TSRA,16,170,0.094117647
4348,2020,260,262,Dec,03--Dec,3,REIMB,REIMB,0,16,0
4349,2020,260,262,Feb,05--Feb,5,MISSION,CMO,0,18,0
4350,2020,260,262,Feb,05--Feb,5,MISSION,FTS,144.5,896,0.161272321
4351,2020,260,262,Feb,05--Feb,5,MISSION,OVERHEAD,0,252,0
4352,2020,260,262,Feb,05--Feb,5,MISSION,TSRA,0,247,0
4353,2020,260,262,Feb,05--Feb,5,REIMB,REIMB,0,104,0
4354,2020,260,262,Jan,04--Jan,4,MISSION,,0,9,0
4355,2020,260,262,Jan,04--Jan,4,MISSION,CMO,72.5,145,0.5
4356,2020,260,262,Jan,04--Jan,4,MISSION,FTS,63.5,1028,0.061770428
4357,2020,260,262,Jan,04--Jan,4,MISSION,OVERHEAD,0,222,0
4358,2020,260,262,Jan,04--Jan,4,MISSION,TSRA,86,261,0.329501916
4359,2020,260,262,Jan,04--Jan,4,REIMB,REIMB,1.5,20,0.075
4360,2020,260,262,Jul,10--Jul,10,MISSION,CMO,9.6,0,0
4361,2020,260,262,Jul,10--Jul,10,MISSION,FTS,44,1246,0.035313002
4362,2020,260,262,Jul,10--Jul,10,MISSION,OVERHEAD,0,432,0
4363,2020,260,262,Jul,10--Jul,10,MISSION,TSRA,0,78,0
4364,2020,260,262,Jun,09--Jun,9,MISSION,CMO,0,36,0
4365,2020,260,262,Jun,09--Jun,9,MISSION,FTS,28.5,1109.8,0.025680303
4366,2020,260,262,Jun,09--Jun,9,MISSION,OVERHEAD,0,572.5,0
4367,2020,260,262,Jun,09--Jun,9,MISSION,TSRA,0,154.5,0
4368,2020,260,262,Jun,09--Jun,9,REIMB,,0,9,0
4369,2020,260,262,Mar,06--Mar,6,MISSION,CMO,0,79,0
4370,2020,260,262,Mar,06--Mar,6,MISSION,FTS,0,973,0
4371,2020,260,262,Mar,06--Mar,6,MISSION,OVERHEAD,0,427,0
4372,2020,260,262,Mar,06--Mar,6,MISSION,TSRA,0,316,0
4373,2020,260,262,Mar,06--Mar,6,REIMB,,0,42,0
4374,2020,260,262,Mar,06--Mar,6,REIMB,REIMB,0,23,0
4375,2020,260,262,May,08--May,8,MISSION,CMO,0,62,0
4376,2020,260,262,May,08--May,8,MISSION,FTS,62.5,792,0.078914141
4377,2020,260,262,May,08--May,8,MISSION,OVERHEAD,0,500,0
4378,2020,260,262,May,08--May,8,MISSION,TSRA,9,219,0.04109589
4379,2020,260,262,May,08--May,8,REIMB,REIMB,0,5,0
4380,2020,260,262,Nov,02--Nov,2,MISSION,,0,25,0
4381,2020,260,262,Nov,02--Nov,2,MISSION,CMO,0,38.5,0
4382,2020,260,262,Nov,02--Nov,2,MISSION,FTS,44,784,0.056122449
4383,2020,260,262,Nov,02--Nov,2,MISSION,OVERHEAD,0,230,0
4384,2020,260,262,Nov,02--Nov,2,MISSION,TSRA,11.5,233,0.049356223
4385,2020,260,262,Nov,02--Nov,2,REIMB,REIMB,0,28,0
4386,2020,260,262,Oct,01--Oct,1,MISSION,,0,9,0
4387,2020,260,262,Oct,01--Oct,1,MISSION,CMO,0,34,0
4388,2020,260,262,Oct,01--Oct,1,MISSION,FTS,57,899,0.063403782
4389,2020,260,262,Oct,01--Oct,1,MISSION,OVERHEAD,0,464,0
4390,2020,260,262,Oct,01--Oct,1,MISSION,TSRA,60.5,232,0.260775862
4391,2020,260,262,Sep,12--Sep,12,MISSION,,0,18,0
4392,2020,260,262,Sep,12--Sep,12,MISSION,FTS,76,1093.5,0.0695016
4393,2020,260,262,Sep,12--Sep,12,MISSION,OVERHEAD,0,354,0
4394,2020,260,262,Sep,12--Sep,12,MISSION,TSRA,20,190.5,0.104986877
4395,2020,260,263,Apr,07--Apr,7,MISSION,CMO,32,344,0.093023256
4396,2020,260,263,Apr,07--Apr,7,MISSION,FTS,17.5,603.5,0.028997514
4397,2020,260,263,Apr,07--Apr,7,MISSION,OVERHEAD,36.5,487.5,0.074871795
4398,2020,260,263,Apr,07--Apr,7,MISSION,TSRA,37,349,0.106017192
4399,2020,260,263,Apr,07--Apr,7,REIMB,REIMB,35,141,0.24822695
4400,2020,260,263,Aug,11--Aug,11,MISSION,CMO,23,221,0.104072398
4401,2020,260,263,Aug,11--Aug,11,MISSION,FTS,34.5,282,0.122340426
4402,2020,260,263,Aug,11--Aug,11,MISSION,OVERHEAD,27,816.5,0.033067973
4403,2020,260,263,Aug,11--Aug,11,MISSION,TSRA,61,274,0.222627737
4404,2020,260,263,Aug,11--Aug,11,REIMB,REIMB,54,183,0.295081967
4405,2020,260,263,Dec,03--Dec,3,MISSION,CMO,44.5,196,0.227040816
4406,2020,260,263,Dec,03--Dec,3,MISSION,FTS,438.2,870,0.503678161
4407,2020,260,263,Dec,03--Dec,3,MISSION,OVERHEAD,36.5,232,0.157327586
4408,2020,260,263,Dec,03--Dec,3,MISSION,TSRA,30.5,187,0.163101604
4409,2020,260,263,Dec,03--Dec,3,REIMB,REIMB,12,47.5,0.252631579
4410,2020,260,263,Feb,05--Feb,5,MISSION,CMO,17,240.5,0.070686071
4411,2020,260,263,Feb,05--Feb,5,MISSION,FTS,316,611,0.517184943
4412,2020,260,263,Feb,05--Feb,5,MISSION,OVERHEAD,35.2,260,0.135384615
4413,2020,260,263,Feb,05--Feb,5,MISSION,TSRA,20.5,232,0.088362069
4414,2020,260,263,Feb,05--Feb,5,REIMB,REIMB,0,194,0
4415,2020,260,263,Jan,04--Jan,4,MISSION,CMO,9,111.5,0.080717489
4416,2020,260,263,Jan,04--Jan,4,MISSION,FTS,254.5,887,0.28692221
4417,2020,260,263,Jan,04--Jan,4,MISSION,OVERHEAD,19,359,0.052924791
4418,2020,260,263,Jan,04--Jan,4,MISSION,TSRA,160.5,301,0.533222591
4419,2020,260,263,Jan,04--Jan,4,REIMB,REIMB,22,125,0.176
4420,2020,260,263,Jul,10--Jul,10,MISSION,CMO,4,105,0.038095238
4421,2020,260,263,Jul,10--Jul,10,MISSION,FTS,30,361,0.083102493
4422,2020,260,263,Jul,10--Jul,10,MISSION,OVERHEAD,13,689.5,0.018854242
4423,2020,260,263,Jul,10--Jul,10,MISSION,TSRA,21.5,336,0.063988095
4424,2020,260,263,Jul,10--Jul,10,REIMB,REIMB,35,213,0.164319249
4425,2020,260,263,Jun,09--Jun,9,MISSION,CMO,3,126,0.023809524
4426,2020,260,263,Jun,09--Jun,9,MISSION,FTS,49,565,0.086725664
4427,2020,260,263,Jun,09--Jun,9,MISSION,OVERHEAD,10.3,593,0.017369309
4428,2020,260,263,Jun,09--Jun,9,MISSION,TSRA,0,353,0
4429,2020,260,263,Jun,09--Jun,9,REIMB,REIMB,69,263,0.262357414
4430,2020,260,263,Mar,06--Mar,6,MISSION,CMO,22,231,0.095238095
4431,2020,260,263,Mar,06--Mar,6,MISSION,FTS,310.5,595,0.521848739
4432,2020,260,263,Mar,06--Mar,6,MISSION,OVERHEAD,35.3,596,0.059228188
4433,2020,260,263,Mar,06--Mar,6,MISSION,TSRA,3.5,258,0.013565891
4434,2020,260,263,Mar,06--Mar,6,REIMB,,0,4,0
4435,2020,260,263,Mar,06--Mar,6,REIMB,REIMB,10,112,0.089285714
4436,2020,260,263,May,08--May,8,MISSION,CMO,41,251,0.163346614
4437,2020,260,263,May,08--May,8,MISSION,FTS,277.5,769,0.360858257
4438,2020,260,263,May,08--May,8,MISSION,OVERHEAD,54,351,0.153846154
4439,2020,260,263,May,08--May,8,MISSION,TSRA,20,232,0.086206897
4440,2020,260,263,May,08--May,8,REIMB,REIMB,27,139,0.194244604
4441,2020,260,263,Nov,02--Nov,2,MISSION,CMO,72,299,0.240802676
4442,2020,260,263,Nov,02--Nov,2,MISSION,FTS,170.5,708,0.240819209
4443,2020,260,263,Nov,02--Nov,2,MISSION,OVERHEAD,41,217,0.188940092
4444,2020,260,263,Nov,02--Nov,2,MISSION,TSRA,83.5,264,0.316287879
4445,2020,260,263,Nov,02--Nov,2,REIMB,,0,6,0
